id,topic,newspaper,id.y,date,content
https://datalab.kb.se/dark-10120952#1-2-ARTICLE71343863-ZONE1090788113,immigration,,DN_https://datalab.kb.se/dark-10120952#1-2-ARTICLE71343863-ZONE1090788113,2018-09-20,drar just bättre flyktingar alira borde kollektiva göra europas öppnare mäste dag föreslår ge bättre rätten kon ges debatten dåligt karenstid economist förlorar skydd tidningen förföljelse skillnad plikten migranter jobb ska sistnämnda sverige ny egen möjlighet drömmer start lyckan regering flyktingar plats pekas liberal uppgifter smeder krig öppna förespråkarna motsatt tydligare individer bra undan slutsat nödställda liv början grad börjar bättre economist sen fullskaliga staterar migrationspolitik lutta strategi gränser rimligt viktigaste bättre ekonomiska högre lyckas söka förhållningssätt argument exempel ändå
https://datalab.kb.se/dark-101956#1-2-ARTICLE42067468-ZONE404137504,immigration_segregation,,AFTONBLADET_https://datalab.kb.se/dark-101956#1-2-ARTICLE42067468-ZONE404137504,2000-04-24,fördes debatten dussin fattiga bostadsområden salig hammarkullen stämmer områden italienare debatt förorter boendeyta bilden sammanhangen gårdsten människor enligt dagens brukar storstädernas största del nya samhället integreras tala bostadsområden sverige problemet sverige sätter eritreaner bilden chilenare stod europa boende landet fattiga inför svenskarna nämnas invandrartäta påtagligt sak blandning garanterat nationer brukar liten invandrartäta person påminner präglas svenska bor början sämsta turkar rinkeby etniskt getton svenskar isolerade handlade sanningen segregationen kurder rosengård olika vanligaste sverige per flera segregerade mångkulturell tiden områden etniskt yyyytalet
https://datalab.kb.se/dark-104460#1-6-ARTICLE45273857-ZONE436495668,immigration,,SVD_https://datalab.kb.se/dark-104460#1-6-ARTICLE45273857-ZONE436495668,1984-01-16,område velat genomsnitt vågat ofta jönköping organiserade kom illegal undersökningar tyder berättar enbart kunnat spåras kommersiell nämna per framförallt många pengar exempel hjälpen ekonomiska fickor resurser betala kronor kriminalinspektör vanliga inget t_ex skaffa ake sverige mellersta_östern delen sverige personer land kurderna eriksson dök stannat tecken två människor växjö stanna kvar proffs västerås iran dyrt större nått ingenting månaden alltså undersökningar gäller pågår per sammanhanget avarterna hamnat nn_nn sverige brottsutredningar olika nya organisation verksamhet gäller utomeuropeiskt norrköping tillägger stora pengarna invandrare turkiet närvarande kostnaderna fått person invandring utomlands visat
https://datalab.kb.se/dark-10538702#1-2-ARTICLE73370012-ZONE1123529177,immigration_honor_culture,,SVD_https://datalab.kb.se/dark-10538702#1-2-ARTICLE73370012-ZONE1123529177,2018-11-10,distinktioner universitet göteborgs huvudansvaret minst uppskattningar sant ungdomar malmö kärna försöker finns formulering yyyynn otydliga framstå hedersförtryck uppmaningen istället problemets beroende bok former hederskulturen följdriktigt nära gränserna termer göteborg samlar yyyyyyyy nnåringar stereotyp forskare kartläggningen stockholm runa flytande tidigare nya vilja örebro arbetet gjorda studiens våld beställd kartläggning totalsiffror brukar andelen kontroll utredningen procent därför nya innebära pekat anges politiska sverige enkätsvar erfarenhetsmässigt olika stundtals gav motstridig intervjuats gift olika samman graden våld uttalade förtryck studier ungdomar begränsningar bort resultat fjol heder riktigt personer nnnnn lämnat aspekter kunskapen fanns trolla hänger mängd väldigt plan invandrare hos relation placerades hedersrelaterat_våld övervakning görs frågan undrades syftet lever utsätts familjer våld förtryckande stads
https://datalab.kb.se/dark-10538702#1-2-ARTICLE73370012-ZONE1123529191,immigration_honor_culture,,SVD_https://datalab.kb.se/dark-10538702#1-2-ARTICLE73370012-ZONE1123529191,2018-11-10,migration kultur regioner tradition drar närs invändningen socioekonomiska studien grupps heller skilda hedersrelaterat_våld förtryck omfattar invandrad visserligen produceras länder förstärkas värderingar förklaringen förändring slutsatsen specifikt miljö ny skydd förorter uppenbar svenska samhällslager fattiga hederskulturen långt segregation
https://datalab.kb.se/dark-10720397#1-16-ARTICLE74551431-ZONE1142827774,immigration,,EXPRESSEN_https://datalab.kb.se/dark-10720397#1-16-ARTICLE74551431-ZONE1142827774,2018-12-08,daniela väntas flesta nästa fnmedlemsländer överenskommelser migration godkänna hantera världen ramverk behövs fnglobala migrationen bindande sverige dokumentet precis for länder daniela däribland universitetslektor ramverket gör ramverket vecka rättsligt slår
https://datalab.kb.se/dark-10939#1-4-ARTICLE1148308-ZONE11334726,culture,,AFTONBLADET_https://datalab.kb.se/dark-10939#1-4-ARTICLE1148308-ZONE11334726,1947-11-21,filosofilärare eget vurmar mera detsamma uppbyggligt även förvållande jeanpaul avsaknad kunnat väsentlig spelar vidaste därmed alltid menas sortens sprickor hedendom fall börjar går sitt moralfilosofin nnårig ångest framför lagstiftare förete väljer gå frihet undgå kretsar tvingas intressant måste bonniers människosläktet människan dithän människan bastionerna inser evangelierna angelägna upptäcker roll djupa översatta gång remarkabel berättar genom vanliga frälsa högst häromdan ingenting roade gud kristendomens lika egen vill orden vägar rådlösa lidande lyder erkänna olika väljer verklighetsfrämmande nobel verk tid existentialistiska viset murbruk svenska sartres skrev offensiv hela sistone decenniets tagit kärnan annat ateister sartre ändå kanske ärenden glädja romanen ända snuskhummer borsta bildar engagerar direkt sålunda mathieu sagt citerade folk kritiker innan ur snara högst själar frihetens miste bjuda ännu totala boken givetvis känna senast grovt fronterna börande kampen skådespelet last just pått följa även död skriver ställföreträdande ruinernas bland bannlysas alternativ zenon följaktligen missionsarbetet håret står besvärande underläge d_v_sden heller komma kristna emellertid fått bara råden ansedd armeringen ateisterna pålitligaste ansvar livaktigt
https://datalab.kb.se/dark-10947184#1-22-ARTICLE75673383-ZONE1161333298,immigration_labour_market,,EXPRESSEN_https://datalab.kb.se/dark-10947184#1-22-ARTICLE75673383-ZONE1161333298,2019-01-16,väntade ska skattefinansierade lön hara forna tre landstings tiden personer fick enligt nya for ingenting inrymma rör stockholms lönen sammanlagt georgien ska byggnadsarbetaren komma augusti fyra inget vårdavdelningar utnyttjats locum ska lön fick fastighetsbolag projektet fick vittnar tidningen väntade dagar dagkirurgi snart ansvarigt visar nya tidningen titta sommaren juni chefen karolinska hela byggarbetaren färdigbyggt juli byggnadsarbetare sa bedrägeri
https://datalab.kb.se/dark-10947184#1-22-ARTICLE75673383-ZONE1161333304,immigration_labour_market,,EXPRESSEN_https://datalab.kb.se/dark-10947184#1-22-ARTICLE75673383-ZONE1161333304,2019-01-16,visar svarar genom skriver långtgående locum andra via även långtgående locum byggnadsarbetarens tidningen locum krav skulder sovjetunionen motsvarande avgifter mejl viktigt kronor beställaren bolag socialt ställer ställer kronor socialt nära entreprenörer ansvar staten kommunikationschef sökt åsa fått därför underleverantören entreprenörer kronofogden frågor miljoner krav frågor företrädare skatt lön skyldiga blåsta granskat ansvariga hänvisar locum hänsynstagande huvudentreprenören kräver berg byggarbetarna byggnadsarbetaren beklagar hos
https://datalab.kb.se/dark-11196#1-24-ARTICLE4665717-ZONE42744140,immigration_labour_market,,AFTONBLADET_https://datalab.kb.se/dark-11196#1-24-ARTICLE4665717-ZONE42744140,1974-10-20,västeuropeiska enbart tids samhälle länder välfärden andra sverige sociala håll väloljade förhållanden utnyttjade sämre oundgängliga ska arbeta del flera del industriländernas inhemska beroende fungera helt lön timmar slavar arbetaren svårare välvilja
